Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version,Concluded Licenses
org.eclipse.jgit:org.eclipse.jgit.ssh.apache,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.eclipse.jgit:org.eclipse.jgit.ssh.apache:7.6.0.202603022253-r,gav://org.eclipse.jgit:org.eclipse.jgit.ssh.apache,7.6.0.202603022253-r,BSD-3-Clause
org.ehcache.modules:ehcache-107,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-107:3.11.1,gav://org.ehcache.modules:ehcache-107,3.11.1,Apache-2.0
org.ehcache.modules:ehcache-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-api:3.11.1,gav://org.ehcache.modules:ehcache-api,3.11.1,Apache-2.0
org.ehcache.modules:ehcache-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-core:3.11.1,gav://org.ehcache.modules:ehcache-core,3.11.1,Apache-2.0
org.ehcache.modules:ehcache-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-impl:3.11.1,gav://org.ehcache.modules:ehcache-impl,3.11.1,Apache-2.0
org.ehcache.modules:ehcache-xml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-xml:3.11.1,gav://org.ehcache.modules:ehcache-xml,3.11.1,Apache-2.0
org.ehcache.modules:ehcache-xml-spi,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache.modules:ehcache-xml-spi:3.11.1,gav://org.ehcache.modules:ehcache-xml-spi,3.11.1,Apache-2.0
org.ehcache:ehcache,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache:ehcache:3.11.1,gav://org.ehcache:ehcache,3.11.1,Apache-2.0
org.ehcache:sizeof,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.ehcache:sizeof:0.4.4,gav://org.ehcache:sizeof,0.4.4,Apache-2.0
org.flywaydb:flyway-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.flywaydb:flyway-core:11.14.1,gav://org.flywaydb:flyway-core,11.14.1,Apache-2.0
org.flywaydb:flyway-database-postgresql,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.flywaydb:flyway-database-postgresql:11.14.1,gav://org.flywaydb:flyway-database-postgresql,11.14.1,Apache-2.0
org.flywaydb:flyway-mysql,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.flywaydb:flyway-mysql:11.14.1,gav://org.flywaydb:flyway-mysql,11.14.1,Apache-2.0
org.glassfish.jaxb:jaxb-core,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:jaxb-core:4.0.9,gav://org.glassfish.jaxb:jaxb-core,4.0.9,BSD-3-Clause
org.glassfish.jaxb:jaxb-runtime,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:jaxb-runtime:4.0.6,gav://org.glassfish.jaxb:jaxb-runtime,4.0.6,BSD-3-Clause
org.glassfish.jaxb:txw2,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.glassfish.jaxb:txw2:4.0.9,gav://org.glassfish.jaxb:txw2,4.0.9,BSD-3-Clause
org.hdrhistogram:HdrHistogram,"BSD-2-Clause,CC0-1.0","http://opensource.org/licenses/BSD-2-Clause,http://creativecommons.org/publicdomain/zero/1.0/",maven,org.hdrhistogram:HdrHistogram:2.2.2,gav://org.hdrhistogram:HdrHistogram,2.2.2,CC0-1.0
org.hibernate.models:hibernate-models,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.hibernate.models:hibernate-models:1.0.1,gav://org.hibernate.models:hibernate-models,1.0.1,Apache-2.0
org.hibernate.orm:hibernate-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.hibernate.orm:hibernate-core:7.2.19.Final,gav://org.hibernate.orm:hibernate-core,7.2.19.Final,Apache-2.0
org.jasypt:jasypt,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jasypt:jasypt:1.9.3,gav://org.jasypt:jasypt,1.9.3,Apache-2.0
org.jboss.logging:jboss-logging,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.logging:jboss-logging:3.6.3.Final,gav://org.jboss.logging:jboss-logging,3.6.3.Final,Apache-2.0
org.jspecify:jspecify,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jspecify:jspecify:1.0.0,gav://org.jspecify:jspecify,1.0.0,Apache-2.0
org.jvnet.staxex:stax-ex,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,org.jvnet.staxex:stax-ex:2.1.0,gav://org.jvnet.staxex:stax-ex,2.1.0,BSD-3-Clause
org.latencyutils:LatencyUtils,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/,maven,org.latencyutils:LatencyUtils:2.0.3,gav://org.latencyutils:LatencyUtils,2.0.3,CC0-1.0
org.mariadb.jdbc:mariadb-java-client,LGPL-2.1,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,maven,org.mariadb.jdbc:mariadb-java-client:3.5.8,gav://org.mariadb.jdbc:mariadb-java-client,3.5.8,LGPL-2.1
org.opensaml:opensaml-core-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-core-api:5.1.6,gav://org.opensaml:opensaml-core-api,5.1.6,Apache-2.0
org.opensaml:opensaml-core-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-core-impl:5.1.6,gav://org.opensaml:opensaml-core-impl,5.1.6,Apache-2.0
org.opensaml:opensaml-messaging-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-messaging-api:5.1.6,gav://org.opensaml:opensaml-messaging-api,5.1.6,Apache-2.0
org.opensaml:opensaml-profile-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-profile-api:5.1.6,gav://org.opensaml:opensaml-profile-api,5.1.6,Apache-2.0
org.opensaml:opensaml-saml-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-saml-api:5.1.6,gav://org.opensaml:opensaml-saml-api,5.1.6,Apache-2.0
org.opensaml:opensaml-saml-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-saml-impl:5.1.6,gav://org.opensaml:opensaml-saml-impl,5.1.6,Apache-2.0
org.opensaml:opensaml-security-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-security-api:5.1.6,gav://org.opensaml:opensaml-security-api,5.1.6,Apache-2.0
org.opensaml:opensaml-security-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-security-impl:5.1.6,gav://org.opensaml:opensaml-security-impl,5.1.6,Apache-2.0
org.opensaml:opensaml-soap-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-soap-api:5.1.6,gav://org.opensaml:opensaml-soap-api,5.1.6,Apache-2.0
org.opensaml:opensaml-soap-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-soap-impl:5.1.6,gav://org.opensaml:opensaml-soap-impl,5.1.6,Apache-2.0
org.opensaml:opensaml-storage-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-storage-api:5.1.6,gav://org.opensaml:opensaml-storage-api,5.1.6,Apache-2.0
org.opensaml:opensaml-xacml-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xacml-api:4.3.2,gav://org.opensaml:opensaml-xacml-api,4.3.2,Apache-2.0
org.opensaml:opensaml-xacml-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xacml-impl:4.3.2,gav://org.opensaml:opensaml-xacml-impl,4.3.2,Apache-2.0
org.opensaml:opensaml-xacml-saml-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xacml-saml-api:4.3.2,gav://org.opensaml:opensaml-xacml-saml-api,4.3.2,Apache-2.0
org.opensaml:opensaml-xacml-saml-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xacml-saml-impl:4.3.2,gav://org.opensaml:opensaml-xacml-saml-impl,4.3.2,Apache-2.0
org.opensaml:opensaml-xmlsec-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xmlsec-api:5.1.6,gav://org.opensaml:opensaml-xmlsec-api,5.1.6,Apache-2.0
org.opensaml:opensaml-xmlsec-impl,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.opensaml:opensaml-xmlsec-impl:5.1.6,gav://org.opensaml:opensaml-xmlsec-impl,5.1.6,Apache-2.0
org.postgresql:postgresql,"BSD-2-Clause,PostgreSQL","http://opensource.org/licenses/BSD-2-Clause,http://www.postgresql.org/about/licence",maven,org.postgresql:postgresql:42.7.12,gav://org.postgresql:postgresql,42.7.12,"BSD-2-Clause,PostgreSQL"
org.slf4j:jcl-over-slf4j,"Apache-2.0,MIT","http://licenses.nuget.org/Apache-2.0,http://www.opensource.org/licenses/MIT",maven,org.slf4j:jcl-over-slf4j:2.0.18,gav://org.slf4j:jcl-over-slf4j,2.0.18,"Apache-2.0,MIT"
org.slf4j:jul-to-slf4j,MIT,http://www.opensource.org/licenses/MIT,maven,org.slf4j:jul-to-slf4j:2.0.18,gav://org.slf4j:jul-to-slf4j,2.0.18,MIT
org.slf4j:slf4j-api,MIT,http://www.opensource.org/licenses/MIT,maven,org.slf4j:slf4j-api:2.0.18,gav://org.slf4j:slf4j-api,2.0.18,MIT
org.springframework.boot:spring-boot,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot:4.0.7,gav://org.springframework.boot:spring-boot,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-actuator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator:4.0.7,gav://org.springframework.boot:spring-boot-actuator,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-actuator-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-actuator-autoconfigure:4.0.7,gav://org.springframework.boot:spring-boot-actuator-autoconfigure,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-autoconfigure:4.0.7,gav://org.springframework.boot:spring-boot-autoconfigure,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-data-commons,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-data-commons:4.0.7,gav://org.springframework.boot:spring-boot-data-commons,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-data-jpa:4.0.7,gav://org.springframework.boot:spring-boot-data-jpa,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-data-ldap,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-data-ldap:4.0.7,gav://org.springframework.boot:spring-boot-data-ldap,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-flyway,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-flyway:4.0.7,gav://org.springframework.boot:spring-boot-flyway,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-health,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-health:4.0.7,gav://org.springframework.boot:spring-boot-health,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-hibernate,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-hibernate:4.0.7,gav://org.springframework.boot:spring-boot-hibernate,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-http-client,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-http-client:4.0.7,gav://org.springframework.boot:spring-boot-http-client,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-http-converter,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-http-converter:4.0.7,gav://org.springframework.boot:spring-boot-http-converter,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-jackson,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-jackson:4.0.7,gav://org.springframework.boot:spring-boot-jackson,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-jdbc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-jdbc:4.0.7,gav://org.springframework.boot:spring-boot-jdbc,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-jpa:4.0.7,gav://org.springframework.boot:spring-boot-jpa,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-ldap,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-ldap:4.0.7,gav://org.springframework.boot:spring-boot-ldap,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-micrometer-metrics,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-micrometer-metrics:4.0.7,gav://org.springframework.boot:spring-boot-micrometer-metrics,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-micrometer-observation,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-micrometer-observation:4.0.7,gav://org.springframework.boot:spring-boot-micrometer-observation,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-persistence,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-persistence:4.0.7,gav://org.springframework.boot:spring-boot-persistence,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-restclient,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-restclient:4.0.7,gav://org.springframework.boot:spring-boot-restclient,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-security,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-security:4.0.7,gav://org.springframework.boot:spring-boot-security,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-security-oauth2-authorization-server,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-security-oauth2-authorization-server:4.0.7,gav://org.springframework.boot:spring-boot-security-oauth2-authorization-server,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-servlet,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-servlet:4.0.7,gav://org.springframework.boot:spring-boot-servlet,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-sql,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-sql:4.0.7,gav://org.springframework.boot:spring-boot-sql,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter:4.0.7,gav://org.springframework.boot:spring-boot-starter,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-actuator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-actuator:4.0.7,gav://org.springframework.boot:spring-boot-starter-actuator,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-data-jpa:4.0.7,gav://org.springframework.boot:spring-boot-starter-data-jpa,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-data-ldap,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-data-ldap:4.0.7,gav://org.springframework.boot:spring-boot-starter-data-ldap,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-flyway,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-flyway:4.0.7,gav://org.springframework.boot:spring-boot-starter-flyway,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-jackson,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-jackson:4.0.7,gav://org.springframework.boot:spring-boot-starter-jackson,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-jdbc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-jdbc:4.0.7,gav://org.springframework.boot:spring-boot-starter-jdbc,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-logging,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-logging:4.0.7,gav://org.springframework.boot:spring-boot-starter-logging,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-micrometer-metrics,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-micrometer-metrics:4.0.7,gav://org.springframework.boot:spring-boot-starter-micrometer-metrics,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-oauth2-authorization-server,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-oauth2-authorization-server:4.0.7,gav://org.springframework.boot:spring-boot-starter-oauth2-authorization-server,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-security,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-security:4.0.7,gav://org.springframework.boot:spring-boot-starter-security,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-tomcat,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-tomcat:4.0.7,gav://org.springframework.boot:spring-boot-starter-tomcat,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-tomcat-runtime,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-tomcat-runtime:4.0.7,gav://org.springframework.boot:spring-boot-starter-tomcat-runtime,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-web:4.0.7,gav://org.springframework.boot:spring-boot-starter-web,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-web-services,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-web-services:4.0.7,gav://org.springframework.boot:spring-boot-starter-web-services,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-starter-webmvc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-starter-webmvc:4.0.7,gav://org.springframework.boot:spring-boot-starter-webmvc,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-tomcat,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-tomcat:4.0.7,gav://org.springframework.boot:spring-boot-tomcat,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-transaction,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-transaction:4.0.7,gav://org.springframework.boot:spring-boot-transaction,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-web-server,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-web-server:4.0.7,gav://org.springframework.boot:spring-boot-web-server,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-webmvc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-webmvc:4.0.7,gav://org.springframework.boot:spring-boot-webmvc,4.0.7,Apache-2.0
org.springframework.boot:spring-boot-webservices,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-webservices:4.0.7,gav://org.springframework.boot:spring-boot-webservices,4.0.7,Apache-2.0
org.springframework.cloud:spring-cloud-commons,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.cloud:spring-cloud-commons:5.0.1,gav://org.springframework.cloud:spring-cloud-commons,5.0.1,Apache-2.0
org.springframework.cloud:spring-cloud-config-client,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.cloud:spring-cloud-config-client:5.0.1,gav://org.springframework.cloud:spring-cloud-config-client,5.0.1,Apache-2.0
org.springframework.cloud:spring-cloud-context,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.cloud:spring-cloud-context:5.0.1,gav://org.springframework.cloud:spring-cloud-context,5.0.1,Apache-2.0
org.springframework.cloud:spring-cloud-starter,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.cloud:spring-cloud-starter:5.0.1,gav://org.springframework.cloud:spring-cloud-starter,5.0.1,Apache-2.0
org.springframework.data:spring-data-commons,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-commons:4.0.6,gav://org.springframework.data:spring-data-commons,4.0.6,Apache-2.0
org.springframework.data:spring-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-jpa:4.0.6,gav://org.springframework.data:spring-data-jpa,4.0.6,Apache-2.0
org.springframework.data:spring-data-ldap,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-ldap:4.0.6,gav://org.springframework.data:spring-data-ldap,4.0.6,Apache-2.0
org.springframework.ldap:spring-ldap-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.ldap:spring-ldap-core:4.0.4,gav://org.springframework.ldap:spring-ldap-core,4.0.4,Apache-2.0
org.springframework.security:spring-security-config,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-config:7.0.6,gav://org.springframework.security:spring-security-config,7.0.6,Apache-2.0
org.springframework.security:spring-security-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-core:7.0.6,gav://org.springframework.security:spring-security-core,7.0.6,Apache-2.0
org.springframework.security:spring-security-crypto,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-crypto:7.0.6,gav://org.springframework.security:spring-security-crypto,7.0.6,Apache-2.0
org.springframework.security:spring-security-oauth2-authorization-server,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-oauth2-authorization-server:7.0.6,gav://org.springframework.security:spring-security-oauth2-authorization-server,7.0.6,Apache-2.0
org.springframework.security:spring-security-oauth2-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-oauth2-core:7.0.6,gav://org.springframework.security:spring-security-oauth2-core,7.0.6,Apache-2.0
org.springframework.security:spring-security-oauth2-jose,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-oauth2-jose:7.0.6,gav://org.springframework.security:spring-security-oauth2-jose,7.0.6,Apache-2.0
org.springframework.security:spring-security-oauth2-resource-server,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-oauth2-resource-server:7.0.6,gav://org.springframework.security:spring-security-oauth2-resource-server,7.0.6,Apache-2.0
org.springframework.security:spring-security-saml2-service-provider,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-saml2-service-provider:7.0.5,gav://org.springframework.security:spring-security-saml2-service-provider,7.0.5,Apache-2.0
org.springframework.security:spring-security-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-web:7.0.6,gav://org.springframework.security:spring-security-web,7.0.6,Apache-2.0
org.springframework.ws:spring-ws-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.ws:spring-ws-core:5.0.2,gav://org.springframework.ws:spring-ws-core,5.0.2,Apache-2.0
org.springframework.ws:spring-ws-security,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.ws:spring-ws-security:5.0.2,gav://org.springframework.ws:spring-ws-security,5.0.2,Apache-2.0
org.springframework.ws:spring-xml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.ws:spring-xml:5.0.2,gav://org.springframework.ws:spring-xml,5.0.2,Apache-2.0
org.springframework:spring-aop,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-aop:7.0.8,gav://org.springframework:spring-aop,7.0.8,Apache-2.0
org.springframework:spring-aspects,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-aspects:7.0.8,gav://org.springframework:spring-aspects,7.0.8,Apache-2.0
org.springframework:spring-beans,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-beans:7.0.8,gav://org.springframework:spring-beans,7.0.8,Apache-2.0
org.springframework:spring-context,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-context:7.0.8,gav://org.springframework:spring-context,7.0.8,Apache-2.0
org.springframework:spring-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-core:7.0.8,gav://org.springframework:spring-core,7.0.8,Apache-2.0
org.springframework:spring-expression,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-expression:7.0.8,gav://org.springframework:spring-expression,7.0.8,Apache-2.0
org.springframework:spring-jdbc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-jdbc:7.0.8,gav://org.springframework:spring-jdbc,7.0.8,Apache-2.0
org.springframework:spring-orm,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-orm:7.0.8,gav://org.springframework:spring-orm,7.0.8,Apache-2.0
org.springframework:spring-oxm,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-oxm:7.0.8,gav://org.springframework:spring-oxm,7.0.8,Apache-2.0
org.springframework:spring-tx,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-tx:7.0.8,gav://org.springframework:spring-tx,7.0.8,Apache-2.0
org.springframework:spring-web,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-web:7.0.8,gav://org.springframework:spring-web,7.0.8,Apache-2.0
org.springframework:spring-webmvc,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework:spring-webmvc:7.0.8,gav://org.springframework:spring-webmvc,7.0.8,Apache-2.0
org.terracotta:fast-restartable-store,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:fast-restartable-store:1.6.11,gav://org.terracotta:fast-restartable-store,1.6.11,Apache-2.0
org.terracotta:offheap-store,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:offheap-store:2.5.6,gav://org.terracotta:offheap-store,2.5.6,Apache-2.0
org.terracotta:statistics,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:statistics:2.1.3,gav://org.terracotta:statistics,2.1.3,Apache-2.0
org.terracotta:terracotta-utilities-tools,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.terracotta:terracotta-utilities-tools:0.0.19,gav://org.terracotta:terracotta-utilities-tools,0.0.19,Apache-2.0
